Zeit,Wert
2020-01-01 00:00:00.070,37.0685
2020-01-01 00:00:00.071,37.0343
2020-01-01 00:00:00.072,37.0117
2020-01-01 00:00:00.073,37.0010
2020-01-01 00:00:00.074,37.0021
2020-01-01 00:00:00.075,37.0150
2020-01-01 00:00:00.076,37.0397
2020-01-01 00:00:00.077,37.0761
2020-01-01 00:00:00.078,37.1240
2020-01-01 00:00:00.079,37.1832
2020-01-01 00:00:00.080,37.2536
2020-01-01 00:00:00.081,37.3349
2020-01-01 00:00:00.082,37.4266
2020-01-01 00:00:00.083,37.5285
2020-01-01 00:00:00.084,37.6402
2020-01-01 00:00:00.085,37.7611
2020-01-01 00:00:00.086,37.8909
2020-01-01 00:00:00.087,38.0290
2020-01-01 00:00:00.088,38.1749
2020-01-01 00:00:00.089,38.3281
2020-01-01 00:00:00.090,38.4878
2020-01-01 00:00:00.091,38.6534
2020-01-01 00:00:00.092,38.8244
2020-01-01 00:00:00.093,39.0000
2020-01-01 00:00:00.094,39.1796
2020-01-01 00:00:00.095,39.3624
2020-01-01 00:00:00.096,39.5477
2020-01-01 00:00:00.097,39.7349
2020-01-01 00:00:00.098,39.9230
2020-01-01 00:00:00.099,40.1115
2020-01-01 00:00:00.100,40.2995
2020-01-01 00:00:00.101,40.4863
2020-01-01 00:00:00.102,40.6713
2020-01-01 00:00:00.103,40.8535
2020-01-01 00:00:00.104,41.0324
2020-01-01 00:00:00.105,41.2073
2020-01-01 00:00:00.106,41.3773
2020-01-01 00:00:00.107,41.5420
2020-01-01 00:00:00.108,41.7005
2020-01-01 00:00:00.109,41.8523
2020-01-01 00:00:00.110,41.9968
2020-01-01 00:00:00.111,42.1335
2020-01-01 00:00:00.112,42.2617
2020-01-01 00:00:00.113,42.3810
2020-01-01 00:00:00.114,42.4909
2020-01-01 00:00:00.115,42.5910
2020-01-01 00:00:00.116,42.6808
2020-01-01 00:00:00.117,42.7601
2020-01-01 00:00:00.118,42.8284
2020-01-01 00:00:00.119,42.8856
2020-01-01 00:00:00.120,42.9315
2020-01-01 00:00:00.121,42.9657
2020-01-01 00:00:00.122,42.9883
2020-01-01 00:00:00.123,42.9990
2020-01-01 00:00:00.124,42.9979
2020-01-01 00:00:00.125,42.9850
2020-01-01 00:00:00.126,42.9603
2020-01-01 00:00:00.127,42.9239
2020-01-01 00:00:00.128,42.8760
2020-01-01 00:00:00.129,42.8168
2020-01-01 00:00:00.130,42.7464
2020-01-01 00:00:00.131,42.6651
2020-01-01 00:00:00.132,42.5734
2020-01-01 00:00:00.133,42.4715
2020-01-01 00:00:00.134,42.3598
2020-01-01 00:00:00.135,42.2389
2020-01-01 00:00:00.136,42.1091
2020-01-01 00:00:00.137,41.9710
2020-01-01 00:00:00.138,41.8251
2020-01-01 00:00:00.139,41.6719
2020-01-01 00:00:00.140,41.5122
2020-01-01 00:00:00.141,41.3466
2020-01-01 00:00:00.142,41.1756
2020-01-01 00:00:00.143,41.0000
2020-01-01 00:00:00.144,40.8204
2020-01-01 00:00:00.145,40.6376
2020-01-01 00:00:00.146,40.4523
2020-01-01 00:00:00.147,40.2651
2020-01-01 00:00:00.148,40.0770
2020-01-01 00:00:00.149,39.8885
2020-01-01 00:00:00.150,39.7005
2020-01-01 00:00:00.151,39.5137
2020-01-01 00:00:00.152,39.3287
2020-01-01 00:00:00.153,39.1465
2020-01-01 00:00:00.154,38.9676
2020-01-01 00:00:00.155,38.7927
2020-01-01 00:00:00.156,38.6227
2020-01-01 00:00:00.157,38.4580
2020-01-01 00:00:00.158,38.2995
2020-01-01 00:00:00.159,38.1477
2020-01-01 00:00:00.160,38.0032
2020-01-01 00:00:00.161,37.8665
2020-01-01 00:00:00.162,37.7383
2020-01-01 00:00:00.163,37.6190
2020-01-01 00:00:00.164,37.5091
2020-01-01 00:00:00.165,37.4090
2020-01-01 00:00:00.166,37.3192
2020-01-01 00:00:00.167,37.2399
2020-01-01 00:00:00.168,37.1716
2020-01-01 00:00:00.169,37.1144
2020-01-01 00:00:00.170,37.0685
2020-01-01 00:00:00.171,37.0343
2020-01-01 00:00:00.172,37.0117
2020-01-01 00:00:00.173,37.0010
2020-01-01 00:00:00.174,37.0021
2020-01-01 00:00:00.175,37.0150
2020-01-01 00:00:00.176,37.0397
2020-01-01 00:00:00.177,37.0761
2020-01-01 00:00:00.178,37.1240
2020-01-01 00:00:00.179,37.1832
2020-01-01 00:00:00.180,37.2536
2020-01-01 00:00:00.181,37.3349
2020-01-01 00:00:00.182,37.4266
2020-01-01 00:00:00.183,37.5285
2020-01-01 00:00:00.184,37.6402
2020-01-01 00:00:00.185,37.7611
2020-01-01 00:00:00.186,37.8909
2020-01-01 00:00:00.187,38.0290
2020-01-01 00:00:00.188,38.1749
2020-01-01 00:00:00.189,38.3281
2020-01-01 00:00:00.190,38.4878
2020-01-01 00:00:00.191,38.6534
2020-01-01 00:00:00.192,38.8244
2020-01-01 00:00:00.193,39.0000
2020-01-01 00:00:00.194,39.1796
2020-01-01 00:00:00.195,39.3624
2020-01-01 00:00:00.196,39.5477
2020-01-01 00:00:00.197,39.7349
2020-01-01 00:00:00.198,39.9230
2020-01-01 00:00:00.199,40.1115
2020-01-01 00:00:00.200,40.2995
2020-01-01 00:00:00.201,40.4863
2020-01-01 00:00:00.202,40.6713
2020-01-01 00:00:00.203,40.8535
2020-01-01 00:00:00.204,41.0324
2020-01-01 00:00:00.205,41.2073
2020-01-01 00:00:00.206,41.3773
2020-01-01 00:00:00.207,41.5420
2020-01-01 00:00:00.208,41.7005
2020-01-01 00:00:00.209,41.8523
2020-01-01 00:00:00.210,41.9968
2020-01-01 00:00:00.211,42.1335
2020-01-01 00:00:00.212,42.2617
2020-01-01 00:00:00.213,42.3810
2020-01-01 00:00:00.214,42.4909
2020-01-01 00:00:00.215,42.5910
2020-01-01 00:00:00.216,42.6808
2020-01-01 00:00:00.217,42.7601
2020-01-01 00:00:00.218,42.8284
2020-01-01 00:00:00.219,42.8856
2020-01-01 00:00:00.220,42.9315
2020-01-01 00:00:00.221,42.9657
2020-01-01 00:00:00.222,42.9883
2020-01-01 00:00:00.223,42.9990
2020-01-01 00:00:00.224,42.9979
2020-01-01 00:00:00.225,42.9850
2020-01-01 00:00:00.226,42.9603
2020-01-01 00:00:00.227,42.9239
2020-01-01 00:00:00.228,42.8760
2020-01-01 00:00:00.229,42.8168
2020-01-01 00:00:00.230,42.7464
2020-01-01 00:00:00.231,42.6651
2020-01-01 00:00:00.232,42.5734
2020-01-01 00:00:00.233,42.4715
2020-01-01 00:00:00.234,42.3598
2020-01-01 00:00:00.235,42.2389
2020-01-01 00:00:00.236,42.1091
2020-01-01 00:00:00.237,41.9710
2020-01-01 00:00:00.238,41.8251
2020-01-01 00:00:00.239,41.6719
2020-01-01 00:00:00.240,41.5122
2020-01-01 00:00:00.241,41.3466
2020-01-01 00:00:00.242,41.1756
2020-01-01 00:00:00.243,41.0000
2020-01-01 00:00:00.244,40.8204
2020-01-01 00:00:00.245,40.6376
2020-01-01 00:00:00.246,40.4523
2020-01-01 00:00:00.247,40.2651
2020-01-01 00:00:00.248,40.0770
2020-01-01 00:00:00.249,39.8885
2020-01-01 00:00:00.250,39.7005
2020-01-01 00:00:00.251,39.5137
2020-01-01 00:00:00.252,39.3287
2020-01-01 00:00:00.253,39.1465
2020-01-01 00:00:00.254,38.9676
2020-01-01 00:00:00.255,38.7927
2020-01-01 00:00:00.256,38.6227
2020-01-01 00:00:00.257,38.4580
2020-01-01 00:00:00.258,38.2995
2020-01-01 00:00:00.259,38.1477
2020-01-01 00:00:00.260,38.0032
2020-01-01 00:00:00.261,37.8665
2020-01-01 00:00:00.262,37.7383
2020-01-01 00:00:00.263,37.6190
2020-01-01 00:00:00.264,37.5091
2020-01-01 00:00:00.265,37.4090
2020-01-01 00:00:00.266,37.3192
2020-01-01 00:00:00.267,37.2399
2020-01-01 00:00:00.268,37.1716
2020-01-01 00:00:00.269,37.1144
2020-01-01 00:00:00.270,37.0685
2020-01-01 00:00:00.271,37.0343
2020-01-01 00:00:00.272,37.0117
2020-01-01 00:00:00.273,37.0010
2020-01-01 00:00:00.274,37.0021
2020-01-01 00:00:00.275,37.0150
2020-01-01 00:00:00.276,37.0397
2020-01-01 00:00:00.277,37.0761
2020-01-01 00:00:00.278,37.1240
2020-01-01 00:00:00.279,37.1832
2020-01-01 00:00:00.280,37.2536
2020-01-01 00:00:00.281,37.3349
2020-01-01 00:00:00.282,37.4266
2020-01-01 00:00:00.283,37.5285
2020-01-01 00:00:00.284,37.6402
2020-01-01 00:00:00.285,37.7611
2020-01-01 00:00:00.286,37.8909
2020-01-01 00:00:00.287,38.0290
2020-01-01 00:00:00.288,38.1749
2020-01-01 00:00:00.289,38.3281
2020-01-01 00:00:00.290,38.4878
2020-01-01 00:00:00.291,38.6534
2020-01-01 00:00:00.292,38.8244
2020-01-01 00:00:00.293,39.0000
2020-01-01 00:00:00.294,39.1796
2020-01-01 00:00:00.295,39.3624
2020-01-01 00:00:00.296,39.5477
2020-01-01 00:00:00.297,39.7349
2020-01-01 00:00:00.298,39.9230
2020-01-01 00:00:00.299,40.1115
2020-01-01 00:00:00.300,40.2995
2020-01-01 00:00:00.301,40.4863
2020-01-01 00:00:00.302,40.6713
2020-01-01 00:00:00.303,40.8535
2020-01-01 00:00:00.304,41.0324
2020-01-01 00:00:00.305,41.2073
2020-01-01 00:00:00.306,41.3773
2020-01-01 00:00:00.307,41.5420
2020-01-01 00:00:00.308,41.7005
2020-01-01 00:00:00.309,41.8523
2020-01-01 00:00:00.310,41.9968
2020-01-01 00:00:00.311,42.1335
2020-01-01 00:00:00.312,42.2617
2020-01-01 00:00:00.313,42.3810
2020-01-01 00:00:00.314,42.4909
2020-01-01 00:00:00.315,42.5910
2020-01-01 00:00:00.316,42.6808
2020-01-01 00:00:00.317,42.7601
2020-01-01 00:00:00.318,42.8284
2020-01-01 00:00:00.319,42.8856
2020-01-01 00:00:00.320,42.9315
2020-01-01 00:00:00.321,42.9657
2020-01-01 00:00:00.322,42.9883
2020-01-01 00:00:00.323,42.9990
2020-01-01 00:00:00.324,42.9979
2020-01-01 00:00:00.325,42.9850
2020-01-01 00:00:00.326,42.9603
2020-01-01 00:00:00.327,42.9239
2020-01-01 00:00:00.328,42.8760
2020-01-01 00:00:00.329,42.8168
2020-01-01 00:00:00.330,42.7464
2020-01-01 00:00:00.331,42.6651
2020-01-01 00:00:00.332,42.5734
2020-01-01 00:00:00.333,42.4715
2020-01-01 00:00:00.334,42.3598
2020-01-01 00:00:00.335,42.2389
2020-01-01 00:00:00.336,42.1091
2020-01-01 00:00:00.337,41.9710
2020-01-01 00:00:00.338,41.8251
2020-01-01 00:00:00.339,41.6719
2020-01-01 00:00:00.340,41.5122
2020-01-01 00:00:00.341,41.3466
2020-01-01 00:00:00.342,41.1756
2020-01-01 00:00:00.343,41.0000
2020-01-01 00:00:00.344,40.8204
2020-01-01 00:00:00.345,40.6376
2020-01-01 00:00:00.346,40.4523
2020-01-01 00:00:00.347,40.2651
2020-01-01 00:00:00.348,40.0770
2020-01-01 00:00:00.349,39.8885
2020-01-01 00:00:00.350,39.7005
2020-01-01 00:00:00.351,39.5137
2020-01-01 00:00:00.352,39.3287
2020-01-01 00:00:00.353,39.1465
2020-01-01 00:00:00.354,38.9676
2020-01-01 00:00:00.355,38.7927
2020-01-01 00:00:00.356,38.6227
2020-01-01 00:00:00.357,38.4580
2020-01-01 00:00:00.358,38.2995
2020-01-01 00:00:00.359,38.1477
2020-01-01 00:00:00.360,38.0032
2020-01-01 00:00:00.361,37.8665
2020-01-01 00:00:00.362,37.7383
2020-01-01 00:00:00.363,37.6190
2020-01-01 00:00:00.364,37.5091
2020-01-01 00:00:00.365,37.4090
2020-01-01 00:00:00.366,37.3192
2020-01-01 00:00:00.367,37.2399
2020-01-01 00:00:00.368,37.1716
2020-01-01 00:00:00.369,37.1144
2020-01-01 00:00:00.370,37.0685
2020-01-01 00:00:00.371,37.0343
2020-01-01 00:00:00.372,37.0117
2020-01-01 00:00:00.373,37.0010
2020-01-01 00:00:00.374,37.0021
2020-01-01 00:00:00.375,37.0150
2020-01-01 00:00:00.376,37.0397
2020-01-01 00:00:00.377,37.0761
2020-01-01 00:00:00.378,37.1240
2020-01-01 00:00:00.379,37.1832
2020-01-01 00:00:00.380,37.2536
2020-01-01 00:00:00.381,37.3349
2020-01-01 00:00:00.382,37.4266
2020-01-01 00:00:00.383,37.5285
2020-01-01 00:00:00.384,37.6402
2020-01-01 00:00:00.385,37.7611
2020-01-01 00:00:00.386,37.8909
2020-01-01 00:00:00.387,38.0290
2020-01-01 00:00:00.388,38.1749
2020-01-01 00:00:00.389,38.3281
2020-01-01 00:00:00.390,38.4878
2020-01-01 00:00:00.391,38.6534
2020-01-01 00:00:00.392,38.8244
2020-01-01 00:00:00.393,39.0000
2020-01-01 00:00:00.394,39.1796
2020-01-01 00:00:00.395,39.3624
2020-01-01 00:00:00.396,39.5477
2020-01-01 00:00:00.397,39.7349
2020-01-01 00:00:00.398,39.9230
2020-01-01 00:00:00.399,40.1115
2020-01-01 00:00:00.400,40.2995
2020-01-01 00:00:00.401,40.4863
2020-01-01 00:00:00.402,40.6713
2020-01-01 00:00:00.403,40.8535
2020-01-01 00:00:00.404,41.0324
2020-01-01 00:00:00.405,41.2073
2020-01-01 00:00:00.406,41.3773
2020-01-01 00:00:00.407,41.5420
2020-01-01 00:00:00.408,41.7005
2020-01-01 00:00:00.409,41.8523
2020-01-01 00:00:00.410,41.9968
2020-01-01 00:00:00.411,42.1335
2020-01-01 00:00:00.412,42.2617
2020-01-01 00:00:00.413,42.3810
2020-01-01 00:00:00.414,42.4909
2020-01-01 00:00:00.415,42.5910
2020-01-01 00:00:00.416,42.6808
2020-01-01 00:00:00.417,42.7601
2020-01-01 00:00:00.418,42.8284
2020-01-01 00:00:00.419,42.8856
2020-01-01 00:00:00.420,42.9315
2020-01-01 00:00:00.421,42.9657
2020-01-01 00:00:00.422,42.9883
2020-01-01 00:00:00.423,42.9990
2020-01-01 00:00:00.424,42.9979
2020-01-01 00:00:00.425,42.9850
2020-01-01 00:00:00.426,42.9603
2020-01-01 00:00:00.427,42.9239
2020-01-01 00:00:00.428,42.8760
2020-01-01 00:00:00.429,42.8168
2020-01-01 00:00:00.430,42.7464
2020-01-01 00:00:00.431,42.6651
2020-01-01 00:00:00.432,42.5734
2020-01-01 00:00:00.433,42.4715
2020-01-01 00:00:00.434,42.3598
2020-01-01 00:00:00.435,42.2389
2020-01-01 00:00:00.436,42.1091
2020-01-01 00:00:00.437,41.9710
2020-01-01 00:00:00.438,41.8251
2020-01-01 00:00:00.439,41.6719
2020-01-01 00:00:00.440,41.5122
2020-01-01 00:00:00.441,41.3466
2020-01-01 00:00:00.442,41.1756
2020-01-01 00:00:00.443,41.0000
2020-01-01 00:00:00.444,40.8204
2020-01-01 00:00:00.445,40.6376
2020-01-01 00:00:00.446,40.4523
2020-01-01 00:00:00.447,40.2651
2020-01-01 00:00:00.448,40.0770
2020-01-01 00:00:00.449,39.8885
2020-01-01 00:00:00.450,39.7005
2020-01-01 00:00:00.451,39.5137
2020-01-01 00:00:00.452,39.3287
2020-01-01 00:00:00.453,39.1465
2020-01-01 00:00:00.454,38.9676
2020-01-01 00:00:00.455,38.7927
2020-01-01 00:00:00.456,38.6227
2020-01-01 00:00:00.457,38.4580
2020-01-01 00:00:00.458,38.2995
2020-01-01 00:00:00.459,38.1477
2020-01-01 00:00:00.460,38.0032
2020-01-01 00:00:00.461,37.8665
2020-01-01 00:00:00.462,37.7383
2020-01-01 00:00:00.463,37.6190
2020-01-01 00:00:00.464,37.5091
2020-01-01 00:00:00.465,37.4090
2020-01-01 00:00:00.466,37.3192
2020-01-01 00:00:00.467,37.2399
2020-01-01 00:00:00.468,37.1716
2020-01-01 00:00:00.469,37.1144
2020-01-01 00:00:00.470,37.0685
2020-01-01 00:00:00.471,37.0343
2020-01-01 00:00:00.472,37.0117
2020-01-01 00:00:00.473,37.0010
2020-01-01 00:00:00.474,37.0021
2020-01-01 00:00:00.475,37.0150
2020-01-01 00:00:00.476,37.0397
2020-01-01 00:00:00.477,37.0761
2020-01-01 00:00:00.478,37.1240
2020-01-01 00:00:00.479,37.1832
2020-01-01 00:00:00.480,37.2536
2020-01-01 00:00:00.481,37.3349
2020-01-01 00:00:00.482,37.4266
2020-01-01 00:00:00.483,37.5285
2020-01-01 00:00:00.484,37.6402
2020-01-01 00:00:00.485,37.7611
2020-01-01 00:00:00.486,37.8909
2020-01-01 00:00:00.487,38.0290
2020-01-01 00:00:00.488,38.1749
2020-01-01 00:00:00.489,38.3281
2020-01-01 00:00:00.490,38.4878
2020-01-01 00:00:00.491,38.6534
2020-01-01 00:00:00.492,38.8244
2020-01-01 00:00:00.493,39.0000
2020-01-01 00:00:00.494,39.1796
2020-01-01 00:00:00.495,39.3624
2020-01-01 00:00:00.496,39.5477
2020-01-01 00:00:00.497,39.7349
2020-01-01 00:00:00.498,39.9230
2020-01-01 00:00:00.499,40.1115
2020-01-01 00:00:00.500,40.2995
2020-01-01 00:00:00.501,40.4863
2020-01-01 00:00:00.502,40.6713
2020-01-01 00:00:00.503,40.8535
2020-01-01 00:00:00.504,41.0324
2020-01-01 00:00:00.505,41.2073
2020-01-01 00:00:00.506,41.3773
2020-01-01 00:00:00.507,41.5420
2020-01-01 00:00:00.508,41.7005
2020-01-01 00:00:00.509,41.8523
2020-01-01 00:00:00.510,41.9968
2020-01-01 00:00:00.511,42.1335
2020-01-01 00:00:00.512,42.2617
2020-01-01 00:00:00.513,42.3810
2020-01-01 00:00:00.514,42.4909
2020-01-01 00:00:00.515,42.5910
2020-01-01 00:00:00.516,42.6808
2020-01-01 00:00:00.517,42.7601
2020-01-01 00:00:00.518,42.8284
2020-01-01 00:00:00.519,42.8856
2020-01-01 00:00:00.520,42.9315
2020-01-01 00:00:00.521,42.9657
2020-01-01 00:00:00.522,42.9883
2020-01-01 00:00:00.523,42.9990
2020-01-01 00:00:00.524,42.9979
2020-01-01 00:00:00.525,42.9850
2020-01-01 00:00:00.526,42.9603
2020-01-01 00:00:00.527,42.9239
2020-01-01 00:00:00.528,42.8760
2020-01-01 00:00:00.529,42.8168
2020-01-01 00:00:00.530,42.7464
2020-01-01 00:00:00.531,42.6651
2020-01-01 00:00:00.532,42.5734
2020-01-01 00:00:00.533,42.4715
2020-01-01 00:00:00.534,42.3598
2020-01-01 00:00:00.535,42.2389
2020-01-01 00:00:00.536,42.1091
2020-01-01 00:00:00.537,41.9710
2020-01-01 00:00:00.538,41.8251
2020-01-01 00:00:00.539,41.6719
2020-01-01 00:00:00.540,41.5122
2020-01-01 00:00:00.541,41.3466
2020-01-01 00:00:00.542,41.1756
2020-01-01 00:00:00.543,41.0000
2020-01-01 00:00:00.544,40.8204
2020-01-01 00:00:00.545,40.6376
2020-01-01 00:00:00.546,40.4523
2020-01-01 00:00:00.547,40.2651
2020-01-01 00:00:00.548,40.0770
2020-01-01 00:00:00.549,39.8885
2020-01-01 00:00:00.550,39.7005
2020-01-01 00:00:00.551,39.5137
2020-01-01 00:00:00.552,39.3287
2020-01-01 00:00:00.553,39.1465
2020-01-01 00:00:00.554,38.9676
2020-01-01 00:00:00.555,38.7927
2020-01-01 00:00:00.556,38.6227
2020-01-01 00:00:00.557,38.4580
2020-01-01 00:00:00.558,38.2995
2020-01-01 00:00:00.559,38.1477
2020-01-01 00:00:00.560,38.0032
2020-01-01 00:00:00.561,37.8665
2020-01-01 00:00:00.562,37.7383
2020-01-01 00:00:00.563,37.6190
2020-01-01 00:00:00.564,37.5091
2020-01-01 00:00:00.565,37.4090
2020-01-01 00:00:00.566,37.3192
2020-01-01 00:00:00.567,37.2399
2020-01-01 00:00:00.568,37.1716
2020-01-01 00:00:00.569,37.1144
2020-01-01 00:00:00.570,37.0685
2020-01-01 00:00:00.571,37.0343
2020-01-01 00:00:00.572,37.0117
2020-01-01 00:00:00.573,37.0010
2020-01-01 00:00:00.574,37.0021
2020-01-01 00:00:00.575,37.0150
2020-01-01 00:00:00.576,37.0397
2020-01-01 00:00:00.577,37.0761
2020-01-01 00:00:00.578,37.1240
2020-01-01 00:00:00.579,37.1832
2020-01-01 00:00:00.580,37.2536
2020-01-01 00:00:00.581,37.3349
2020-01-01 00:00:00.582,37.4266
2020-01-01 00:00:00.583,37.5285
2020-01-01 00:00:00.584,37.6402
2020-01-01 00:00:00.585,37.7611
2020-01-01 00:00:00.586,37.8909
2020-01-01 00:00:00.587,38.0290
2020-01-01 00:00:00.588,38.1749
2020-01-01 00:00:00.589,38.3281
2020-01-01 00:00:00.590,38.4878
2020-01-01 00:00:00.591,38.6534
2020-01-01 00:00:00.592,38.8244
2020-01-01 00:00:00.593,39.0000
2020-01-01 00:00:00.594,39.1796
2020-01-01 00:00:00.595,39.3624
2020-01-01 00:00:00.596,39.5477
2020-01-01 00:00:00.597,39.7349
2020-01-01 00:00:00.598,39.9230
2020-01-01 00:00:00.599,40.1115
2020-01-01 00:00:00.600,40.2995
2020-01-01 00:00:00.601,40.4863
2020-01-01 00:00:00.602,40.6713
2020-01-01 00:00:00.603,40.8535
2020-01-01 00:00:00.604,41.0324
2020-01-01 00:00:00.605,41.2073
2020-01-01 00:00:00.606,41.3773
2020-01-01 00:00:00.607,41.5420
2020-01-01 00:00:00.608,41.7005
2020-01-01 00:00:00.609,41.8523
2020-01-01 00:00:00.610,41.9968
2020-01-01 00:00:00.611,42.1335
2020-01-01 00:00:00.612,42.2617
2020-01-01 00:00:00.613,42.3810
2020-01-01 00:00:00.614,42.4909
2020-01-01 00:00:00.615,42.5910
2020-01-01 00:00:00.616,42.6808
2020-01-01 00:00:00.617,42.7601
2020-01-01 00:00:00.618,42.8284
2020-01-01 00:00:00.619,42.8856
2020-01-01 00:00:00.620,42.9315
2020-01-01 00:00:00.621,42.9657
2020-01-01 00:00:00.622,42.9883
2020-01-01 00:00:00.623,42.9990
2020-01-01 00:00:00.624,42.9979
2020-01-01 00:00:00.625,42.9850
2020-01-01 00:00:00.626,42.9603
2020-01-01 00:00:00.627,42.9239
2020-01-01 00:00:00.628,42.8760
2020-01-01 00:00:00.629,42.8168
2020-01-01 00:00:00.630,42.7464
2020-01-01 00:00:00.631,42.6651
2020-01-01 00:00:00.632,42.5734
2020-01-01 00:00:00.633,42.4715
2020-01-01 00:00:00.634,42.3598
2020-01-01 00:00:00.635,42.2389
2020-01-01 00:00:00.636,42.1091
2020-01-01 00:00:00.637,41.9710
2020-01-01 00:00:00.638,41.8251
2020-01-01 00:00:00.639,41.6719
2020-01-01 00:00:00.640,41.5122
2020-01-01 00:00:00.641,41.3466
2020-01-01 00:00:00.642,41.1756
2020-01-01 00:00:00.643,41.0000
2020-01-01 00:00:00.644,40.8204
2020-01-01 00:00:00.645,40.6376
2020-01-01 00:00:00.646,40.4523
2020-01-01 00:00:00.647,40.2651
2020-01-01 00:00:00.648,40.0770
2020-01-01 00:00:00.649,39.8885
2020-01-01 00:00:00.650,39.7005
2020-01-01 00:00:00.651,39.5137
2020-01-01 00:00:00.652,39.3287
2020-01-01 00:00:00.653,39.1465
2020-01-01 00:00:00.654,38.9676
2020-01-01 00:00:00.655,38.7927
2020-01-01 00:00:00.656,38.6227
2020-01-01 00:00:00.657,38.4580
2020-01-01 00:00:00.658,38.2995
2020-01-01 00:00:00.659,38.1477
2020-01-01 00:00:00.660,38.0032
2020-01-01 00:00:00.661,37.8665
2020-01-01 00:00:00.662,37.7383
2020-01-01 00:00:00.663,37.6190
2020-01-01 00:00:00.664,37.5091
2020-01-01 00:00:00.665,37.4090
2020-01-01 00:00:00.666,37.3192
2020-01-01 00:00:00.667,37.2399
2020-01-01 00:00:00.668,37.1716
2020-01-01 00:00:00.669,37.1144
2020-01-01 00:00:00.670,37.0685
2020-01-01 00:00:00.671,37.0343
2020-01-01 00:00:00.672,37.0117
2020-01-01 00:00:00.673,37.0010
2020-01-01 00:00:00.674,37.0021
2020-01-01 00:00:00.675,37.0150
2020-01-01 00:00:00.676,37.0397
2020-01-01 00:00:00.677,37.0761
2020-01-01 00:00:00.678,37.1240
2020-01-01 00:00:00.679,37.1832
2020-01-01 00:00:00.680,37.2536
2020-01-01 00:00:00.681,37.3349
2020-01-01 00:00:00.682,37.4266
2020-01-01 00:00:00.683,37.5285
2020-01-01 00:00:00.684,37.6402
2020-01-01 00:00:00.685,37.7611
2020-01-01 00:00:00.686,37.8909
2020-01-01 00:00:00.687,38.0290
2020-01-01 00:00:00.688,38.1749
2020-01-01 00:00:00.689,38.3281
2020-01-01 00:00:00.690,38.4878
2020-01-01 00:00:00.691,38.6534
2020-01-01 00:00:00.692,38.8244
2020-01-01 00:00:00.693,39.0000
2020-01-01 00:00:00.694,39.1796
2020-01-01 00:00:00.695,39.3624
2020-01-01 00:00:00.696,39.5477
2020-01-01 00:00:00.697,39.7349
2020-01-01 00:00:00.698,39.9230
