Zeit,Wert
2020-01-01 00:00:00.143,308.5156
2020-01-01 00:00:00.144,307.3625
2020-01-01 00:00:00.145,306.1803
2020-01-01 00:00:00.146,304.9738
2020-01-01 00:00:00.147,303.7476
2020-01-01 00:00:00.148,302.5067
2020-01-01 00:00:00.149,301.2558
2020-01-01 00:00:00.150,300.0000
2020-01-01 00:00:00.151,298.7442
2020-01-01 00:00:00.152,297.4933
2020-01-01 00:00:00.153,296.2524
2020-01-01 00:00:00.154,295.0262
2020-01-01 00:00:00.155,293.8197
2020-01-01 00:00:00.156,292.6375
2020-01-01 00:00:00.157,291.4844
2020-01-01 00:00:00.158,290.3649
2020-01-01 00:00:00.159,289.2835
2020-01-01 00:00:00.160,288.2443
2020-01-01 00:00:00.161,287.2515
2020-01-01 00:00:00.162,286.3091
2020-01-01 00:00:00.163,285.4206
2020-01-01 00:00:00.164,284.5897
2020-01-01 00:00:00.165,283.8197
2020-01-01 00:00:00.166,283.1134
2020-01-01 00:00:00.167,282.4739
2020-01-01 00:00:00.168,281.9035
2020-01-01 00:00:00.169,281.4045
2020-01-01 00:00:00.170,280.9789
2020-01-01 00:00:00.171,280.6283
2020-01-01 00:00:00.172,280.3543
2020-01-01 00:00:00.173,280.1577
2020-01-01 00:00:00.174,280.0395
2020-01-01 00:00:00.175,280.0000
2020-01-01 00:00:00.176,280.0395
2020-01-01 00:00:00.177,280.1577
2020-01-01 00:00:00.178,280.3543
2020-01-01 00:00:00.179,280.6283
2020-01-01 00:00:00.180,280.9789
2020-01-01 00:00:00.181,281.4045
2020-01-01 00:00:00.182,281.9035
2020-01-01 00:00:00.183,282.4739
2020-01-01 00:00:00.184,283.1134
2020-01-01 00:00:00.185,283.8197
2020-01-01 00:00:00.186,284.5897
2020-01-01 00:00:00.187,285.4206
2020-01-01 00:00:00.188,286.3091
2020-01-01 00:00:00.189,287.2515
2020-01-01 00:00:00.190,288.2443
2020-01-01 00:00:00.191,289.2835
2020-01-01 00:00:00.192,290.3649
2020-01-01 00:00:00.193,291.4844
2020-01-01 00:00:00.194,292.6375
2020-01-01 00:00:00.195,293.8197
2020-01-01 00:00:00.196,295.0262
2020-01-01 00:00:00.197,296.2524
2020-01-01 00:00:00.198,297.4933
2020-01-01 00:00:00.199,298.7442
2020-01-01 00:00:00.200,300.0000
2020-01-01 00:00:00.201,301.2558
2020-01-01 00:00:00.202,302.5067
2020-01-01 00:00:00.203,303.7476
2020-01-01 00:00:00.204,304.9738
2020-01-01 00:00:00.205,306.1803
2020-01-01 00:00:00.206,307.3625
2020-01-01 00:00:00.207,308.5156
2020-01-01 00:00:00.208,309.6351
2020-01-01 00:00:00.209,310.7165
2020-01-01 00:00:00.210,311.7557
2020-01-01 00:00:00.211,312.7485
2020-01-01 00:00:00.212,313.6909
2020-01-01 00:00:00.213,314.5794
2020-01-01 00:00:00.214,315.4103
2020-01-01 00:00:00.215,316.1803
2020-01-01 00:00:00.216,316.8866
2020-01-01 00:00:00.217,317.5261
2020-01-01 00:00:00.218,318.0965
2020-01-01 00:00:00.219,318.5955
2020-01-01 00:00:00.220,319.0211
2020-01-01 00:00:00.221,319.3717
2020-01-01 00:00:00.222,319.6457
2020-01-01 00:00:00.223,319.8423
2020-01-01 00:00:00.224,319.9605
2020-01-01 00:00:00.225,320.0000
2020-01-01 00:00:00.226,319.9605
2020-01-01 00:00:00.227,319.8423
2020-01-01 00:00:00.228,319.6457
2020-01-01 00:00:00.229,319.3717
2020-01-01 00:00:00.230,319.0211
2020-01-01 00:00:00.231,318.5955
2020-01-01 00:00:00.232,318.0965
2020-01-01 00:00:00.233,317.5261
2020-01-01 00:00:00.234,316.8866
2020-01-01 00:00:00.235,316.1803
2020-01-01 00:00:00.236,315.4103
2020-01-01 00:00:00.237,314.5794
2020-01-01 00:00:00.238,313.6909
2020-01-01 00:00:00.239,312.7485
2020-01-01 00:00:00.240,311.7557
2020-01-01 00:00:00.241,310.7165
2020-01-01 00:00:00.242,309.6351
2020-01-01 00:00:00.243,308.5156
2020-01-01 00:00:00.244,307.3625
2020-01-01 00:00:00.245,306.1803
2020-01-01 00:00:00.246,304.9738
2020-01-01 00:00:00.247,303.7476
2020-01-01 00:00:00.248,302.5067
2020-01-01 00:00:00.249,301.2558
2020-01-01 00:00:00.250,300.0000
2020-01-01 00:00:00.251,298.7442
2020-01-01 00:00:00.252,297.4933
2020-01-01 00:00:00.253,296.2524
2020-01-01 00:00:00.254,295.0262
2020-01-01 00:00:00.255,293.8197
2020-01-01 00:00:00.256,292.6375
2020-01-01 00:00:00.257,291.4844
2020-01-01 00:00:00.258,290.3649
2020-01-01 00:00:00.259,289.2835
2020-01-01 00:00:00.260,288.2443
2020-01-01 00:00:00.261,287.2515
2020-01-01 00:00:00.262,286.3091
2020-01-01 00:00:00.263,285.4206
2020-01-01 00:00:00.264,284.5897
2020-01-01 00:00:00.265,283.8197
2020-01-01 00:00:00.266,283.1134
2020-01-01 00:00:00.267,282.4739
2020-01-01 00:00:00.268,281.9035
2020-01-01 00:00:00.269,281.4045
2020-01-01 00:00:00.270,280.9789
2020-01-01 00:00:00.271,280.6283
2020-01-01 00:00:00.272,280.3543
2020-01-01 00:00:00.273,280.1577
2020-01-01 00:00:00.274,280.0395
2020-01-01 00:00:00.275,280.0000
2020-01-01 00:00:00.276,280.0395
2020-01-01 00:00:00.277,280.1577
2020-01-01 00:00:00.278,280.3543
2020-01-01 00:00:00.279,280.6283
2020-01-01 00:00:00.280,280.9789
2020-01-01 00:00:00.281,281.4045
2020-01-01 00:00:00.282,281.9035
2020-01-01 00:00:00.283,282.4739
2020-01-01 00:00:00.284,283.1134
2020-01-01 00:00:00.285,283.8197
2020-01-01 00:00:00.286,284.5897
2020-01-01 00:00:00.287,285.4206
2020-01-01 00:00:00.288,286.3091
2020-01-01 00:00:00.289,287.2515
2020-01-01 00:00:00.290,288.2443
2020-01-01 00:00:00.291,289.2835
2020-01-01 00:00:00.292,290.3649
2020-01-01 00:00:00.293,291.4844
2020-01-01 00:00:00.294,292.6375
2020-01-01 00:00:00.295,293.8197
2020-01-01 00:00:00.296,295.0262
2020-01-01 00:00:00.297,296.2524
2020-01-01 00:00:00.298,297.4933
2020-01-01 00:00:00.299,298.7442
2020-01-01 00:00:00.300,300.0000
2020-01-01 00:00:00.301,301.2558
2020-01-01 00:00:00.302,302.5067
2020-01-01 00:00:00.303,303.7476
2020-01-01 00:00:00.304,304.9738
2020-01-01 00:00:00.305,306.1803
2020-01-01 00:00:00.306,307.3625
2020-01-01 00:00:00.307,308.5156
2020-01-01 00:00:00.308,309.6351
2020-01-01 00:00:00.309,310.7165
2020-01-01 00:00:00.310,311.7557
2020-01-01 00:00:00.311,312.7485
2020-01-01 00:00:00.312,313.6909
2020-01-01 00:00:00.313,314.5794
2020-01-01 00:00:00.314,315.4103
2020-01-01 00:00:00.315,316.1803
2020-01-01 00:00:00.316,316.8866
2020-01-01 00:00:00.317,317.5261
2020-01-01 00:00:00.318,318.0965
2020-01-01 00:00:00.319,318.5955
2020-01-01 00:00:00.320,319.0211
2020-01-01 00:00:00.321,319.3717
2020-01-01 00:00:00.322,319.6457
2020-01-01 00:00:00.323,319.8423
2020-01-01 00:00:00.324,319.9605
2020-01-01 00:00:00.325,320.0000
2020-01-01 00:00:00.326,319.9605
2020-01-01 00:00:00.327,319.8423
2020-01-01 00:00:00.328,319.6457
2020-01-01 00:00:00.329,319.3717
2020-01-01 00:00:00.330,319.0211
2020-01-01 00:00:00.331,318.5955
2020-01-01 00:00:00.332,318.0965
2020-01-01 00:00:00.333,317.5261
2020-01-01 00:00:00.334,316.8866
2020-01-01 00:00:00.335,316.1803
2020-01-01 00:00:00.336,315.4103
2020-01-01 00:00:00.337,314.5794
2020-01-01 00:00:00.338,313.6909
2020-01-01 00:00:00.339,312.7485
2020-01-01 00:00:00.340,311.7557
2020-01-01 00:00:00.341,310.7165
2020-01-01 00:00:00.342,309.6351
2020-01-01 00:00:00.343,308.5156
2020-01-01 00:00:00.344,307.3625
2020-01-01 00:00:00.345,306.1803
2020-01-01 00:00:00.346,304.9738
2020-01-01 00:00:00.347,303.7476
2020-01-01 00:00:00.348,302.5067
2020-01-01 00:00:00.349,301.2558
2020-01-01 00:00:00.350,300.0000
2020-01-01 00:00:00.351,298.7442
2020-01-01 00:00:00.352,297.4933
2020-01-01 00:00:00.353,296.2524
2020-01-01 00:00:00.354,295.0262
2020-01-01 00:00:00.355,293.8197
2020-01-01 00:00:00.356,292.6375
2020-01-01 00:00:00.357,291.4844
2020-01-01 00:00:00.358,290.3649
2020-01-01 00:00:00.359,289.2835
2020-01-01 00:00:00.360,288.2443
2020-01-01 00:00:00.361,287.2515
2020-01-01 00:00:00.362,286.3091
2020-01-01 00:00:00.363,285.4206
2020-01-01 00:00:00.364,284.5897
2020-01-01 00:00:00.365,283.8197
2020-01-01 00:00:00.366,283.1134
2020-01-01 00:00:00.367,282.4739
2020-01-01 00:00:00.368,281.9035
2020-01-01 00:00:00.369,281.4045
2020-01-01 00:00:00.370,280.9789
2020-01-01 00:00:00.371,280.6283
2020-01-01 00:00:00.372,280.3543
2020-01-01 00:00:00.373,280.1577
2020-01-01 00:00:00.374,280.0395
2020-01-01 00:00:00.375,280.0000
2020-01-01 00:00:00.376,280.0395
2020-01-01 00:00:00.377,280.1577
2020-01-01 00:00:00.378,280.3543
2020-01-01 00:00:00.379,280.6283
2020-01-01 00:00:00.380,280.9789
2020-01-01 00:00:00.381,281.4045
2020-01-01 00:00:00.382,281.9035
2020-01-01 00:00:00.383,282.4739
2020-01-01 00:00:00.384,283.1134
2020-01-01 00:00:00.385,283.8197
2020-01-01 00:00:00.386,284.5897
2020-01-01 00:00:00.387,285.4206
2020-01-01 00:00:00.388,286.3091
2020-01-01 00:00:00.389,287.2515
2020-01-01 00:00:00.390,288.2443
2020-01-01 00:00:00.391,289.2835
2020-01-01 00:00:00.392,290.3649
2020-01-01 00:00:00.393,291.4844
2020-01-01 00:00:00.394,292.6375
2020-01-01 00:00:00.395,293.8197
2020-01-01 00:00:00.396,295.0262
2020-01-01 00:00:00.397,296.2524
2020-01-01 00:00:00.398,297.4933
2020-01-01 00:00:00.399,298.7442
2020-01-01 00:00:00.400,300.0000
2020-01-01 00:00:00.401,301.2558
2020-01-01 00:00:00.402,302.5067
2020-01-01 00:00:00.403,303.7476
2020-01-01 00:00:00.404,304.9738
2020-01-01 00:00:00.405,306.1803
2020-01-01 00:00:00.406,307.3625
2020-01-01 00:00:00.407,308.5156
2020-01-01 00:00:00.408,309.6351
2020-01-01 00:00:00.409,310.7165
2020-01-01 00:00:00.410,311.7557
2020-01-01 00:00:00.411,312.7485
2020-01-01 00:00:00.412,313.6909
2020-01-01 00:00:00.413,314.5794
2020-01-01 00:00:00.414,315.4103
2020-01-01 00:00:00.415,316.1803
2020-01-01 00:00:00.416,316.8866
2020-01-01 00:00:00.417,317.5261
2020-01-01 00:00:00.418,318.0965
2020-01-01 00:00:00.419,318.5955
2020-01-01 00:00:00.420,319.0211
2020-01-01 00:00:00.421,319.3717
2020-01-01 00:00:00.422,319.6457
2020-01-01 00:00:00.423,319.8423
2020-01-01 00:00:00.424,319.9605
2020-01-01 00:00:00.425,320.0000
2020-01-01 00:00:00.426,319.9605
2020-01-01 00:00:00.427,319.8423
2020-01-01 00:00:00.428,319.6457
2020-01-01 00:00:00.429,319.3717
2020-01-01 00:00:00.430,319.0211
2020-01-01 00:00:00.431,318.5955
2020-01-01 00:00:00.432,318.0965
2020-01-01 00:00:00.433,317.5261
2020-01-01 00:00:00.434,316.8866
2020-01-01 00:00:00.435,316.1803
2020-01-01 00:00:00.436,315.4103
2020-01-01 00:00:00.437,314.5794
2020-01-01 00:00:00.438,313.6909
2020-01-01 00:00:00.439,312.7485
2020-01-01 00:00:00.440,311.7557
2020-01-01 00:00:00.441,310.7165
2020-01-01 00:00:00.442,309.6351
2020-01-01 00:00:00.443,308.5156
2020-01-01 00:00:00.444,307.3625
2020-01-01 00:00:00.445,306.1803
2020-01-01 00:00:00.446,304.9738
2020-01-01 00:00:00.447,303.7476
2020-01-01 00:00:00.448,302.5067
2020-01-01 00:00:00.449,301.2558
2020-01-01 00:00:00.450,300.0000
2020-01-01 00:00:00.451,298.7442
2020-01-01 00:00:00.452,297.4933
2020-01-01 00:00:00.453,296.2524
2020-01-01 00:00:00.454,295.0262
2020-01-01 00:00:00.455,293.8197
2020-01-01 00:00:00.456,292.6375
2020-01-01 00:00:00.457,291.4844
2020-01-01 00:00:00.458,290.3649
2020-01-01 00:00:00.459,289.2835
2020-01-01 00:00:00.460,288.2443
2020-01-01 00:00:00.461,287.2515
2020-01-01 00:00:00.462,286.3091
2020-01-01 00:00:00.463,285.4206
2020-01-01 00:00:00.464,284.5897
2020-01-01 00:00:00.465,283.8197
2020-01-01 00:00:00.466,283.1134
2020-01-01 00:00:00.467,282.4739
2020-01-01 00:00:00.468,281.9035
2020-01-01 00:00:00.469,281.4045
2020-01-01 00:00:00.470,280.9789
2020-01-01 00:00:00.471,280.6283
2020-01-01 00:00:00.472,280.3543
2020-01-01 00:00:00.473,280.1577
2020-01-01 00:00:00.474,280.0395
2020-01-01 00:00:00.475,280.0000
2020-01-01 00:00:00.476,280.0395
2020-01-01 00:00:00.477,280.1577
2020-01-01 00:00:00.478,280.3543
2020-01-01 00:00:00.479,280.6283
2020-01-01 00:00:00.480,280.9789
2020-01-01 00:00:00.481,281.4045
2020-01-01 00:00:00.482,281.9035
2020-01-01 00:00:00.483,282.4739
2020-01-01 00:00:00.484,283.1134
2020-01-01 00:00:00.485,283.8197
2020-01-01 00:00:00.486,284.5897
2020-01-01 00:00:00.487,285.4206
2020-01-01 00:00:00.488,286.3091
2020-01-01 00:00:00.489,287.2515
2020-01-01 00:00:00.490,288.2443
2020-01-01 00:00:00.491,289.2835
2020-01-01 00:00:00.492,290.3649
2020-01-01 00:00:00.493,291.4844
2020-01-01 00:00:00.494,292.6375
2020-01-01 00:00:00.495,293.8197
2020-01-01 00:00:00.496,295.0262
2020-01-01 00:00:00.497,296.2524
2020-01-01 00:00:00.498,297.4933
2020-01-01 00:00:00.499,298.7442
2020-01-01 00:00:00.500,300.0000
2020-01-01 00:00:00.501,301.2558
2020-01-01 00:00:00.502,302.5067
2020-01-01 00:00:00.503,303.7476
2020-01-01 00:00:00.504,304.9738
2020-01-01 00:00:00.505,306.1803
2020-01-01 00:00:00.506,307.3625
2020-01-01 00:00:00.507,308.5156
2020-01-01 00:00:00.508,309.6351
2020-01-01 00:00:00.509,310.7165
2020-01-01 00:00:00.510,311.7557
2020-01-01 00:00:00.511,312.7485
2020-01-01 00:00:00.512,313.6909
2020-01-01 00:00:00.513,314.5794
2020-01-01 00:00:00.514,315.4103
2020-01-01 00:00:00.515,316.1803
2020-01-01 00:00:00.516,316.8866
2020-01-01 00:00:00.517,317.5261
2020-01-01 00:00:00.518,318.0965
2020-01-01 00:00:00.519,318.5955
2020-01-01 00:00:00.520,319.0211
2020-01-01 00:00:00.521,319.3717
2020-01-01 00:00:00.522,319.6457
2020-01-01 00:00:00.523,319.8423
2020-01-01 00:00:00.524,319.9605
2020-01-01 00:00:00.525,320.0000
2020-01-01 00:00:00.526,319.9605
2020-01-01 00:00:00.527,319.8423
2020-01-01 00:00:00.528,319.6457
2020-01-01 00:00:00.529,319.3717
2020-01-01 00:00:00.530,319.0211
2020-01-01 00:00:00.531,318.5955
2020-01-01 00:00:00.532,318.0965
2020-01-01 00:00:00.533,317.5261
2020-01-01 00:00:00.534,316.8866
2020-01-01 00:00:00.535,316.1803
2020-01-01 00:00:00.536,315.4103
2020-01-01 00:00:00.537,314.5794
2020-01-01 00:00:00.538,313.6909
2020-01-01 00:00:00.539,312.7485
2020-01-01 00:00:00.540,311.7557
2020-01-01 00:00:00.541,310.7165
2020-01-01 00:00:00.542,309.6351
2020-01-01 00:00:00.543,308.5156
2020-01-01 00:00:00.544,307.3625
2020-01-01 00:00:00.545,306.1803
2020-01-01 00:00:00.546,304.9738
2020-01-01 00:00:00.547,303.7476
2020-01-01 00:00:00.548,302.5067
2020-01-01 00:00:00.549,301.2558
2020-01-01 00:00:00.550,300.0000
2020-01-01 00:00:00.551,298.7442
2020-01-01 00:00:00.552,297.4933
2020-01-01 00:00:00.553,296.2524
2020-01-01 00:00:00.554,295.0262
2020-01-01 00:00:00.555,293.8197
2020-01-01 00:00:00.556,292.6375
2020-01-01 00:00:00.557,291.4844
2020-01-01 00:00:00.558,290.3649
2020-01-01 00:00:00.559,289.2835
2020-01-01 00:00:00.560,288.2443
2020-01-01 00:00:00.561,287.2515
2020-01-01 00:00:00.562,286.3091
2020-01-01 00:00:00.563,285.4206
2020-01-01 00:00:00.564,284.5897
2020-01-01 00:00:00.565,283.8197
2020-01-01 00:00:00.566,283.1134
2020-01-01 00:00:00.567,282.4739
2020-01-01 00:00:00.568,281.9035
2020-01-01 00:00:00.569,281.4045
2020-01-01 00:00:00.570,280.9789
2020-01-01 00:00:00.571,280.6283
2020-01-01 00:00:00.572,280.3543
2020-01-01 00:00:00.573,280.1577
2020-01-01 00:00:00.574,280.0395
2020-01-01 00:00:00.575,280.0000
2020-01-01 00:00:00.576,280.0395
2020-01-01 00:00:00.577,280.1577
2020-01-01 00:00:00.578,280.3543
2020-01-01 00:00:00.579,280.6283
2020-01-01 00:00:00.580,280.9789
2020-01-01 00:00:00.581,281.4045
2020-01-01 00:00:00.582,281.9035
2020-01-01 00:00:00.583,282.4739
2020-01-01 00:00:00.584,283.1134
2020-01-01 00:00:00.585,283.8197
2020-01-01 00:00:00.586,284.5897
2020-01-01 00:00:00.587,285.4206
2020-01-01 00:00:00.588,286.3091
2020-01-01 00:00:00.589,287.2515
2020-01-01 00:00:00.590,288.2443
2020-01-01 00:00:00.591,289.2835
2020-01-01 00:00:00.592,290.3649
2020-01-01 00:00:00.593,291.4844
2020-01-01 00:00:00.594,292.6375
2020-01-01 00:00:00.595,293.8197
2020-01-01 00:00:00.596,295.0262
2020-01-01 00:00:00.597,296.2524
2020-01-01 00:00:00.598,297.4933
2020-01-01 00:00:00.599,298.7442
2020-01-01 00:00:00.600,300.0000
2020-01-01 00:00:00.601,301.2558
2020-01-01 00:00:00.602,302.5067
2020-01-01 00:00:00.603,303.7476
2020-01-01 00:00:00.604,304.9738
2020-01-01 00:00:00.605,306.1803
2020-01-01 00:00:00.606,307.3625
2020-01-01 00:00:00.607,308.5156
2020-01-01 00:00:00.608,309.6351
2020-01-01 00:00:00.609,310.7165
2020-01-01 00:00:00.610,311.7557
2020-01-01 00:00:00.611,312.7485
2020-01-01 00:00:00.612,313.6909
2020-01-01 00:00:00.613,314.5794
2020-01-01 00:00:00.614,315.4103
2020-01-01 00:00:00.615,316.1803
2020-01-01 00:00:00.616,316.8866
2020-01-01 00:00:00.617,317.5261
2020-01-01 00:00:00.618,318.0965
2020-01-01 00:00:00.619,318.5955
2020-01-01 00:00:00.620,319.0211
2020-01-01 00:00:00.621,319.3717
2020-01-01 00:00:00.622,319.6457
2020-01-01 00:00:00.623,319.8423
2020-01-01 00:00:00.624,319.9605
2020-01-01 00:00:00.625,320.0000
2020-01-01 00:00:00.626,319.9605
2020-01-01 00:00:00.627,319.8423
2020-01-01 00:00:00.628,319.6457
2020-01-01 00:00:00.629,319.3717
2020-01-01 00:00:00.630,319.0211
2020-01-01 00:00:00.631,318.5955
2020-01-01 00:00:00.632,318.0965
2020-01-01 00:00:00.633,317.5261
2020-01-01 00:00:00.634,316.8866
2020-01-01 00:00:00.635,316.1803
2020-01-01 00:00:00.636,315.4103
2020-01-01 00:00:00.637,314.5794
2020-01-01 00:00:00.638,313.6909
2020-01-01 00:00:00.639,312.7485
2020-01-01 00:00:00.640,311.7557
2020-01-01 00:00:00.641,310.7165
2020-01-01 00:00:00.642,309.6351
2020-01-01 00:00:00.643,308.5156
2020-01-01 00:00:00.644,307.3625
2020-01-01 00:00:00.645,306.1803
2020-01-01 00:00:00.646,304.9738
2020-01-01 00:00:00.647,303.7476
2020-01-01 00:00:00.648,302.5067
2020-01-01 00:00:00.649,301.2558
2020-01-01 00:00:00.650,300.0000
2020-01-01 00:00:00.651,298.7442
2020-01-01 00:00:00.652,297.4933
2020-01-01 00:00:00.653,296.2524
2020-01-01 00:00:00.654,295.0262
2020-01-01 00:00:00.655,293.8197
2020-01-01 00:00:00.656,292.6375
2020-01-01 00:00:00.657,291.4844
2020-01-01 00:00:00.658,290.3649
2020-01-01 00:00:00.659,289.2835
2020-01-01 00:00:00.660,288.2443
2020-01-01 00:00:00.661,287.2515
2020-01-01 00:00:00.662,286.3091
2020-01-01 00:00:00.663,285.4206
2020-01-01 00:00:00.664,284.5897
2020-01-01 00:00:00.665,283.8197
2020-01-01 00:00:00.666,283.1134
2020-01-01 00:00:00.667,282.4739
2020-01-01 00:00:00.668,281.9035
2020-01-01 00:00:00.669,281.4045
2020-01-01 00:00:00.670,280.9789
2020-01-01 00:00:00.671,280.6283
2020-01-01 00:00:00.672,280.3543
2020-01-01 00:00:00.673,280.1577
2020-01-01 00:00:00.674,280.0395
2020-01-01 00:00:00.675,280.0000
2020-01-01 00:00:00.676,280.0395
2020-01-01 00:00:00.677,280.1577
2020-01-01 00:00:00.678,280.3543
2020-01-01 00:00:00.679,280.6283
2020-01-01 00:00:00.680,280.9789
2020-01-01 00:00:00.681,281.4045
2020-01-01 00:00:00.682,281.9035
2020-01-01 00:00:00.683,282.4739
2020-01-01 00:00:00.684,283.1134
2020-01-01 00:00:00.685,283.8197
2020-01-01 00:00:00.686,284.5897
2020-01-01 00:00:00.687,285.4206
2020-01-01 00:00:00.688,286.3091
2020-01-01 00:00:00.689,287.2515
2020-01-01 00:00:00.690,288.2443
2020-01-01 00:00:00.691,289.2835
2020-01-01 00:00:00.692,290.3649
2020-01-01 00:00:00.693,291.4844
2020-01-01 00:00:00.694,292.6375
2020-01-01 00:00:00.695,293.8197
2020-01-01 00:00:00.696,295.0262
2020-01-01 00:00:00.697,296.2524
2020-01-01 00:00:00.698,297.4933
